,curr_term,curr_volume,curr_rank,avg_volume,avg_rank,std_units_delta_volume,median_volume,median_rank,std_volume,std_rank,N,volume_change_pct,rank_change_pct,std_units_delta_rank,report_start,report_end
12666,10ml lip gloss tubes,8932,107035,4109.692307692308,168414.3076923077,3.145871332783471,4200,157099,1532.9004851704815,43149.872368263575,13,0.5398911433394192,-0.5734508122792329,-1.4224678851530448,2020-04-18,2020-07-18
12667,1st birthday crown,6547,125842,746.5384615384615,359994.07692307694,6.012916924229298,493,347409,964.6668350078708,107685.52097694899,13,0.8859724359953473,-1.8606830543306443,-2.174406315712576,2020-04-18,2020-07-18
12668,40 gallon tank lid,4700,148693,2262.076923076923,211282.07692307694,4.452030590269936,2093,215764,547.5980066828923,19380.45353554941,13,0.5187070376432079,-0.4209282005412288,-3.2294949552274557,2020-04-18,2020-07-18
12669,acido folico,4724,148329,2872.076923076923,189474.3076923077,3.3982886164448085,2756,191380,544.9575612740349,15152.630719804705,13,0.3920243600599232,-0.2773922003944454,-2.715390380267776,2020-04-18,2020-07-18
12670,airwick refills,3918,162457,1280.2307692307693,274213.8461538461,3.337377419559394,934,291504,790.3718696333342,46136.62505509434,13,0.6732438057093493,-0.6879164711514193,-2.4223021519322447,2020-04-18,2020-07-18
12671,american flag 3x5,127846,23255,35715.153846153844,72395.84615384616,3.250549530673183,28566,56549,28343.160220901485,40332.49630642383,13,0.7206392546802102,-2.113130344177431,-1.2183933714516797,2020-04-18,2020-07-18
12672,amy schumer,189302,18019,29424.23076923077,81709.69230769231,3.205519864302516,16277,77417,49875.76929758218,30740.13365939445,13,0.8445646069812744,-3.5346407851541324,-2.0719068112518726,2020-04-18,2020-07-18
12673,animal face masks for adults,58821,37272,10923.923076923076,117771.53846153847,5.153669401091744,8431,110344,9293.781419687202,43354.40551357956,13,0.814285321961152,-2.159785856984827,-1.85677874042868,2020-04-18,2020-07-18
12674,baby onesies 0-3 months,75031,32255,32490.615384615383,53468.307692307695,6.205794474013186,32098,52925,6854.945775842693,6199.160270883675,13,0.5669707802826114,-0.6576750175882095,-3.4219647122115444,2020-04-18,2020-07-18
12675,baby themometor,10362,98917,1457.4166666666667,488526.9166666667,3.135602166313153,100,429641,2839.831987934668,301289.0123161596,12,0.85934986810783,-3.9387558929877238,-1.2931434627221883,2020-04-18,2020-07-18
12676,barbie fashionista dolls,177019,18844,32734.30769230769,71297.23076923077,4.120893993491017,16082,77933,35012.95896851292,28963.323555126997,13,0.8150802586597614,-2.7835507731495843,-1.8110225046995914,2020-04-18,2020-07-18
12677,best masks,4699,148708,679.0769230769231,430981.6923076923,3.837093703101622,100,449954,1047.6478783079156,155413.88724916906,13,0.8554848003666902,-1.8981742226893799,-1.8162707162400091,2020-04-18,2020-07-18
12678,bigfoot face mask,3588,169421,370.3076923076923,495493.76923076925,5.279560865881413,100,478382,609.462110473296,169672.3934798832,13,0.8967927278964068,-1.9246301770782208,-1.9217785671740952,2020-04-18,2020-07-18
12679,breast cancer awareness,6042,131108,2189.3846153846152,223200.92307692306,3.470780412280513,2033,218423,1110.0141544489077,45400.06934000126,13,0.6376390904692791,-0.7024203181874719,-2.028475383754128,2020-04-18,2020-07-18
12680,ceiling lights,333201,11990,153020.92307692306,21497.23076923077,3.8416279793689316,139924,21959,46902.01078571781,3726.3753200182377,13,0.5407549104686868,-0.7929300057740425,-2.5513347295312805,2020-04-18,2020-07-18
12681,cross chain for men,69711,33704,26175.30769230769,63218.07692307692,4.12805762368686,25258,60618,10546.289871993022,14266.736443335234,13,0.6245168238540878,-0.8756846938961821,-2.068733591617202,2020-04-18,2020-07-18
12682,deadpool face mask,93824,28177,24437.615384615383,73132.0,3.9976373728577808,18700,71705,17356.84809394869,25924.692290041425,13,0.7395376941441915,-1.5954501898711715,-1.7340610834277397,2020-04-18,2020-07-18
12683,desktop computers all in one,5733,134647,917.0833333333334,392914.9166666667,5.960675997963322,657,316333,807.9480697008522,238581.4168837656,12,0.8400343043200187,-1.91811118455418,-1.082514807900953,2020-04-18,2020-07-18
12684,disinfect wipes lysol,2476561,2178,94071.33333333333,317443.55555555556,13.893709466029797,6802,123395,171479.73854584104,374638.63934066886,9,0.9620153376664926,-144.75002550760126,-0.8415190598342853,2020-04-18,2020-07-18
12685,embroidery machines computerized,43839,44251,8824.384615384615,131592.3076923077,4.113577895103655,5944,132201,8511.96118743561,43942.3003425792,13,0.7987092630902937,-1.9737702581254137,-1.9876362186636765,2020-04-18,2020-07-18
12686,expense tracker,6456,126745,1674.4615384615386,242513.23076923078,7.3142531691395805,1649,237818,653.7288703257918,32479.12804185134,13,0.7406348298541606,-0.9133948539921163,-3.564388508831159,2020-04-18,2020-07-18
12687,fitindex,9541,103360,3172.230769230769,188556.15384615384,4.5421638435090985,2978,184771,1402.1443193579225,36612.59086445115,13,0.6675159030258077,-0.8242661943319838,-2.326963261397453,2020-04-18,2020-07-18
12688,folders with pockets and prongs,32215,52816,3390.923076923077,202445.76923076922,6.840367150836515,2199,211305,4213.820148462644,43530.42975542865,13,0.8947408636683819,-2.8330386479621557,-3.4373602574440234,2020-04-18,2020-07-18
12689,fun face masks for women,71393,33228,9988.23076923077,199251.46153846153,3.936800101306716,4282,155640,15597.634538362146,124024.4414464446,13,0.8600950965888705,-4.996492763285829,-1.3386350271140117,2020-04-18,2020-07-18
12690,gifts for women under 15 dollars,17934,73386,364.1111111111111,431785.8888888889,56.30626757028828,397,363936,312.04144133610055,128223.99915328296,9,0.9796971611959904,-4.883763781768851,-2.7951077119381256,2020-04-18,2020-07-18
12691,glockers yarn,4786,147374,526.0,384882.0,5.773502691896257,100,440832,737.8536440243417,113012.40409353303,3,0.8900961136648559,-1.6116004179841763,-2.101610012679936,2020-04-18,2020-07-18
12692,handiwipes,15546,79397,4757.538461538462,161964.0,3.9560954413349343,3874,163343,2727.04784261249,41531.55583810138,13,0.6939702520559333,-1.0399259417862137,-1.9880545848526188,2020-04-18,2020-07-18
12693,harry potter movies set 1-8 on prime video,5603,136220,129.1818181818182,473628.36363636365,113.28408664352142,100,438405,48.31939192874468,91423.11143389589,11,0.9769441695195756,-2.476937040349168,-3.690624376532285,2020-04-18,2020-07-18
12694,heel cups for heel pain,40456,46352,6814.153846153846,173402.84615384616,4.1178655545972935,3270,176965,8169.729124907323,77815.73286815266,13,0.8315662980484021,-2.741000305355673,-1.6327141243932661,2020-04-18,2020-07-18
12695,hisoka,161768,19995,36094.46153846154,70148.38461538461,3.8843137313103377,24624,61491,32354.116365143258,37466.39177213462,13,0.7768751450320117,-2.508296304845442,-1.338623289918349,2020-04-18,2020-07-18
12696,hufflepuff gifts,10070,100435,1476.1818181818182,491869.0909090909,4.584692780885649,565,336263,1874.4588988922544,336615.87303734047,11,0.8534079624447053,-3.897387274447064,-1.162850959395101,2020-04-18,2020-07-18
12697,inflatable water park for adults,22584,64549,1491.1666666666667,420421.6666666667,6.2496991493334475,218,395208,3375.015793453507,196415.13619017773,12,0.9339724288581887,-5.513217349093971,-1.8118393193592535,2020-04-18,2020-07-18
12698,kids bmx bike,3512,171153,1783.0,234947.3076923077,3.1634036008410917,1725,233630,546.5632015909353,28299.04678719943,13,0.4923120728929385,-0.37273262923996475,-2.254291749542741,2020-04-18,2020-07-18
12699,knife sets for kitchen with block,9225,105226,1024.6666666666667,321395.6666666667,6.679186054176838,425,358964,1227.744408797423,105622.30557194505,3,0.8889250225835592,-2.054337014299381,-2.046628934069441,2020-04-18,2020-07-18
12700,lanyards bulk,7267,119248,100.5,565022.625,5067.480747373395,100,529492,1.4142135623730943,127373.42191248701,8,0.9861703591578368,-3.7382146870387762,-3.4997460090714467,2020-04-18,2020-07-18
12701,men long sleeve t shirt,4574,150701,1337.8461538461538,284080.3076923077,3.6492950590971955,1137,272983,886.788761595628,83734.98761607423,13,0.7075106790891662,-0.8850592079170523,-1.5928742750145635,2020-04-18,2020-07-18
12702,mode,25559,60215,10783.615384615385,103898.84615384616,3.314984355538322,9494,103632,4457.150632008106,25454.225824167042,13,0.5780893076953173,-0.7254645213625535,-1.7161726487226863,2020-04-18,2020-07-18
12703,nail art stickers,680576,6988,246778.3076923077,16375.0,3.8351947376057662,202335,17226,113109.69115964718,4628.620096745898,13,0.6373978693161269,-1.3433028048082427,-2.0280342313251047,2020-04-18,2020-07-18
12704,netflix please,1305296,3604,360135.5,13426.0,3.5631977205690197,172571,7688,265256.2597197284,8114.757420896819,2,0.7240966799867616,-2.725305216426193,-1.210387383202208,2020-04-18,2020-07-18
12705,nursery bedding & mattresses,8920,107115,1705.5,261911.5,4.508547832850505,574,188896,1600.1826458251571,103259.51036345272,2,0.8088004484304933,-1.4451430705316715,-1.4991016271057982,2020-04-18,2020-07-18
12706,off spray mosquito repellent,11089,95388,4706.538461538462,161719.23076923078,3.0828081987856217,4668,149204,2070.3401337052737,48355.79531823434,13,0.5755669166256234,-0.6953833896216587,-1.3717328054000206,2020-04-18,2020-07-18
12707,office desk with drawers,461328,9100,92805.84615384616,30502.615384615383,7.587677954803724,83334,30281,48568.50225342579,6480.554960012575,13,0.7988289326599597,-2.351935756551141,-3.302589904209971,2020-04-18,2020-07-18
12708,pastel room decor,3618,168746,1959.4615384615386,222819.07692307694,5.880999330743702,1853,226955,282.0164343274505,13231.82053146592,13,0.4584130628906748,-0.32044064406313,-4.086593888912603,2020-04-18,2020-07-18
12709,pea,94174,28113,40751.230769230766,48004.61538461538,3.8446054866554635,36326,49312,13895.513965268588,8156.778301290911,13,0.5672772658140169,-0.7075593278773301,-2.4386607861424023,2020-04-18,2020-07-18
12710,picture keychains,3805,164751,146.27272727272728,603864.6363636364,33.43344025682837,100,508024,109.43316764956674,232455.19527395928,11,0.961557758929638,-2.665316971451684,-1.8890248327043002,2020-04-18,2020-07-18
12711,plastic folder,8610,109132,3272.3846153846152,183035.53846153847,4.104205196798909,2735,192041,1300.5235188480533,27291.044601405378,13,0.6199321004199053,-0.6771940261475871,-2.7079776366542134,2020-04-18,2020-07-18
12712,president masks,57717,37690,1530.0,680563.5,14.279358730525955,100,778492,3934.8405667465468,335735.82574654475,8,0.9734913457040387,-17.056871849296897,-1.9148194821642925,2020-04-18,2020-07-18
12713,pull the pin,3896,162898,921.0,317995.6153846154,3.704499171160534,731,313967,803.077518051651,75606.50242377578,13,0.7636036960985626,-0.952114914760251,-2.051379318081539,2020-04-18,2020-07-18
12714,resin mold kit,30412,54575,7387.923076923077,132171.53846153847,4.835888879668374,5709,134935,4761.084775929719,36248.9058193839,13,0.7570721071641761,-1.4218330455618593,-2.1406587787277194,2020-04-18,2020-07-18
12715,saving silverman,5510,137365,1641.8461538461538,247712.92307692306,5.017710168436606,1531,244829,770.9002147007361,42634.412814965835,13,0.7020242914979757,-0.8033190629121179,-2.5882360232292903,2020-04-18,2020-07-18
12716,sewing elastic for face masks,3768,165521,535.4,509865.0,5.150268524010548,100,500750,627.6565940066272,263758.3806488431,5,0.8579087048832271,-2.0803644250578475,-1.3055281851250264,2020-04-18,2020-07-18
12717,smart watch for iphone compatible,88702,29157,9831.692307692309,117453.53846153847,8.883775604218863,6784,123564,8878.016645856358,30523.975496362924,13,0.8891604213242958,-3.028313559746835,-2.892694579448192,2020-04-18,2020-07-18
12718,smoke and carbon monoxide detector,248524,14927,43847.46153846154,54959.769230769234,4.0777847050161276,27769,57462,50193.0713040744,15417.780002072532,13,0.8235685022836364,-2.6819032110115386,-2.596532654207534,2020-04-18,2020-07-18
12719,socks for women ankle,83846,30169,19272.384615384617,133122.6923076923,3.144226627363102,10719,97137,20537.201365402176,122236.89249253178,13,0.7701454498081648,-3.4125656239083932,-0.8422472970996248,2020-04-18,2020-07-18
12720,spray deodorant,9477,103735,5282.307692307692,141813.84615384616,4.322794619364644,5329,139700,970.3658575176156,13000.610401350094,13,0.4426181605668785,-0.36707809470136554,-2.9290044835042304,2020-04-18,2020-07-18
12721,squishies jumbo,63325,35683,21408.23076923077,71200.38461538461,5.826883764923177,21894,65678,7193.685496714534,21730.223478443033,13,0.6619308208569954,-0.9953587034549957,-1.6344693670830772,2020-04-18,2020-07-18
12722,stand up walker,3809,164667,2720.5384615384614,193287.6923076923,3.2257152751538256,2633,195313,337.43261435547277,11289.004719819304,13,0.28576044590746613,-0.17380952047278636,-2.535271533498874,2020-04-18,2020-07-18
12723,star wars toy,19410,70238,3911.5384615384614,197979.23076923078,3.110433987381526,2470,200923,4982.732828067088,57004.38426289954,13,0.7984781833313518,-1.8186911752787775,-2.2409018608129982,2020-04-18,2020-07-18
12724,storage benches,63379,35665,7511.076923076923,223039.46153846153,3.20136098540576,1645,238049,17451.30378348821,82048.34944167107,13,0.8814895008902488,-5.25373507748385,-2.283707872413299,2020-04-18,2020-07-18
12725,subscription box for kids,4454,152670,1645.6923076923076,242428.76923076922,5.8816577055784816,1755,232032,477.4687397473236,30384.76878073905,13,0.6305136264723153,-0.587926699618584,-2.9540711623801275,2020-04-18,2020-07-18
12726,survival lighters,3154,179964,264.0,500529.5,7.194131460003439,100,490623,401.71631781644123,122121.09012410592,6,0.9162967660114141,-1.7812756995843613,-2.6249806620152536,2020-04-18,2020-07-18
12727,table balloon arch kit,57077,37938,1335.5833333333333,276708.8333333333,77.08659093529965,1466,236344,723.1013330638991,73838.635605972,12,0.976600323539546,-6.293711669917585,-3.233684254507294,2020-04-18,2020-07-18
12728,tampons super plus tampax,5191,141545,1021.0,429989.76923076925,3.1516371047522322,190,408598,1323.1218764724586,212805.52726223765,13,0.80331342708534,-2.0378308610743527,-1.3554383334946103,2020-04-18,2020-07-18
12729,tennis skirts,194051,17721,22986.76923076923,96605.69230769231,5.939740077356069,12622,88949,28799.95227760469,51742.73081858072,13,0.8815426396629277,-4.451480859302088,-1.524556030571254,2020-04-18,2020-07-18
12730,the alienist series,8384,110671,819.7142857142857,508958.85714285716,4.795987759819142,100,504875,1577.2112217757133,239643.62662185737,7,0.9022287350054526,-3.598845742270849,-1.6620006246664363,2020-04-18,2020-07-18
12731,trailer tires 205 75 14,19625,69808,7152.076923076923,134222.84615384616,3.254548071581574,7326,118748,3832.4593161906378,42479.23400487614,13,0.63556295933366,-0.9227430402510622,-1.5163843619791273,2020-04-18,2020-07-18
12732,viagra pills for men,140866,21865,23824.46153846154,84117.92307692308,3.402104731178325,12374,89912,34402.68531092543,27500.494699979306,13,0.8308714555786242,-2.8471494661295713,-2.2637019354044536,2020-04-18,2020-07-18
12733,video game face mask,7796,114962,882.2307692307693,412257.07692307694,5.542865794590465,421,359615,1247.3275534682243,194692.16936635363,13,0.886835458025812,-2.5860290959019236,-1.5270006898102548,2020-04-18,2020-07-18
12734,virgin river series paperback books,9620,102910,2068.3076923076924,293667.53846153844,3.395049365025859,1980,220876,2224.3247434002446,142634.69152735092,13,0.7849992003838158,-1.853634617253313,-1.3373852911860487,2020-04-18,2020-07-18
12735,water bowl for cats,3886,163116,542.8333333333334,547740.5833333334,3.790660854388504,100,400864,881.9482393937282,260763.87440275904,12,0.8603105163835992,-2.357981947407571,-1.4749918262806108,2020-04-18,2020-07-18
12736,waterpik toothbrush and water flosser combo,5704,134994,1513.8461538461538,252503.53846153847,7.083810078428984,1345,257053,591.5113194399926,35458.02860099854,13,0.7345992016398748,-0.870479713628298,-3.3140460171615196,2020-04-18,2020-07-18
12737,wedding gift for couple,6671,124634,852.0,495995.4,4.328649262741425,340,374866,1344.29925983763,313915.7400176041,5,0.8722830160395743,-2.979615514225653,-1.1829970678729727,2020-04-18,2020-07-18
12738,white nightstands,151741,20844,11211.538461538461,307245.1538461539,4.517887196556886,710,316486,31105.12844268445,202478.2912696429,13,0.9261139806542829,-13.740220391774796,-1.4144783228378286,2020-04-18,2020-07-18
12739,winter dresses for women,7357,118488,1099.6153846153845,368255.6153846154,4.138657110486484,695,318345,1511.9359851121087,148107.77822053464,13,0.850534812475821,-2.1079570537490326,-1.6863909403374329,2020-04-18,2020-07-18
12740,wireless keyboard and mouse combo,2682961,2053,275957.3076923077,22117.384615384617,5.268590694245426,115826,24742,456859.11698107846,8294.852716579335,13,0.897144495319795,-9.773202442954027,-2.418895826237027,2020-04-18,2020-07-18
12741,youtube tv app,50075,40960,3874.0,648959.6923076923,4.751333273138589,100,754681,9723.796952151286,328997.5218337226,13,0.9226360459311034,-14.843742487980768,-1.848037301068119,2020-04-18,2020-07-18
12742,zakir khan,4035,160189,1099.076923076923,301108.8461538461,3.2409384337216274,759,310500,905.8867167531179,72825.99218896843,13,0.7276141454580117,-0.8797098811644128,-1.9350213010237909,2020-04-18,2020-07-18
12743,zombies two,170490,19318,70593.30769230769,39064.53846153846,3.1755149491682775,75727,32077,31458.422935107577,18284.89808838332,13,0.5859387196181143,-1.0221833762055317,-1.0799370259593486,2020-04-18,2020-07-18
12744,adhesive hooks for hanging,31475,53519,6203.384615384615,198822.61538461538,3.7360109358347606,4910,145511,6764.331212796299,114519.54732165339,13,0.8029107350155801,-2.714991225258607,-1.26881059856531,2020-04-18,2020-07-18
12745,adidas slides men,975504,4693,483218.07692307694,9330.153846153846,3.167023815800416,444257,9419,155441.18128221447,2237.016720476695,13,0.5046477749726532,-0.9881001163762723,-2.072918724168363,2020-04-18,2020-07-18
12746,baby yoda mask,28771,56320,7845.307692307692,127515.15384615384,5.146616989417069,6998,121599,4065.9121031779855,39479.430671439855,13,0.7273189081954853,-1.2641184986888112,-1.803348038087533,2020-04-18,2020-07-18
12747,barbell set,3994955,1538,1180902.6923076923,4160.076923076923,7.596881831794164,1068151,4306,370422.01919148583,747.771072536961,13,0.7044015033191383,-1.7048614584375312,-3.5065236131440725,2020-04-18,2020-07-18
12748,bedside lamps,399544,10337,56797.230769230766,55622.846153846156,3.8104865523134595,29106,55952,89948.29519150974,19156.519607547685,13,0.8578448662244189,-4.380946711216616,-2.363991324186231,2020-04-18,2020-07-18
12749,big ripper bike,3839,164055,743.6923076923077,466578.92307692306,4.310627219194952,401,363162,718.0643407354925,258723.6821841214,13,0.8062796802051817,-1.8440396396142944,-1.1692935123798645,2020-04-18,2020-07-18
12750,blue light glasses for teens,3902,162787,538.1538461538462,346743.3076923077,11.984792092674528,384,366424,280.67622098361136,40722.58278765525,13,0.8620825612112132,-1.1300429868005903,-4.5173045298117165,2020-04-18,2020-07-18
12751,brown wrapping paper,8215,111856,3484.5384615384614,176969.76923076922,4.533212452348819,3721,166526,1043.511988062796,28968.91979678061,13,0.5758322018821107,-0.5821213813364434,-2.24771132950582,2020-04-18,2020-07-18
12752,canning jar lids,115871,24736,28162.53846153846,63352.307692307695,6.113874225816449,28879,56201,14345.807306290948,18812.679843590493,13,0.7569492067770325,-1.5611379241715595,-2.0526744734596822,2020-04-18,2020-07-18
12753,car seat covers front seats only,346467,11625,84514.07692307692,51127.53846153846,3.304969789312304,65979,34825,79260.3078926873,33726.92002840704,13,0.7560688985586594,-3.3980678246484697,-1.1712465421766,2020-04-18,2020-07-18
12754,computer sound bar,25173,60733,16720.76923076923,76898.53846153847,3.247600645113731,16248,77493,2602.6077996836866,5877.35756406716,13,0.33576573190445197,-0.2661738834165687,-2.7504772825752393,2020-04-18,2020-07-18
12755,computer stand,748997,6212,427106.3076923077,9917.307692307691,4.525094568884328,434378,9611,71134.57794254566,1562.725150957742,13,0.429762325226526,-0.5964758036554558,-2.371055262044533,2020-04-18,2020-07-18
12756,decorative mirrors for wall decor,93454,28245,51085.692307692305,41533.153846153844,3.272011389052217,46936,42533,12948.7042233616,5924.456569258116,13,0.4533600241007094,-0.47046039462396333,-2.2429321053859694,2020-04-18,2020-07-18
12757,dnd miniatures bulk,10054,100520,3891.076923076923,168864.84615384616,3.9653654588082774,3270,176966,1554.1879155761947,25242.822418284082,13,0.6129822037918318,-0.6799129143836665,-2.707496215016831,2020-04-18,2020-07-18
12758,exfoliating cloth,3811,164626,805.6153846153846,311035.07692307694,8.76250402875022,734,313510,342.98239470404764,36813.96173659649,13,0.7886078759865167,-0.8893435843856798,-3.976998671608135,2020-04-18,2020-07-18
12759,face humidifier,5585,136440,1494.7692307692307,255699.53846153847,6.120328666616376,1340,257422,668.3024706730421,40694.75638747451,13,0.7323600303009435,-0.8740804636583002,-2.9305873544495653,2020-04-18,2020-07-18
12760,face shield for glasses,22318,64978,3258.125,375507.375,4.454581244106425,157,289996,4278.713072124774,266065.1227231717,8,0.8540135764853481,-4.778992505155591,-1.1671179289556537,2020-04-18,2020-07-18
12761,foldable washing machine,94852,27990,5846.727272727273,525153.9090909091,6.497354273696915,100,557135,13698.694726804515,281242.37524329603,11,0.9383594729396609,-17.762197538081782,-1.7677418229056858,2020-04-18,2020-07-18
12762,geometry set,27845,57373,14598.538461538461,83122.92307692308,5.223080178988388,14442,82663,2536.139803434365,7996.0806593140605,13,0.475721369670014,-0.44881604721599144,-3.2203180750720466,2020-04-18,2020-07-18
12763,gigantosaurus,6082,130674,1087.0,282437.8461538461,12.03298347515352,990,286103,415.10902182438775,32183.659800293455,13,0.8212758960868135,-1.1613928260698083,-4.715555878218123,2020-04-18,2020-07-18
12764,girl toys age 4-5,102665,26663,17215.555555555555,220978.77777777778,3.9503845634130603,12722,88571,21630.664830924125,272993.53470768215,9,0.8323132951292499,-7.287843745181629,-0.7117962628157056,2020-04-18,2020-07-18
12765,glasses stand,22223,65133,13124.923076923076,88270.84615384616,3.269043120300163,12542,89258,2783.1009222789144,8447.922662269839,13,0.40939913256882166,-0.3552399882370865,-2.738879968348259,2020-04-18,2020-07-18
12766,gymnastics mats,754086,6163,257826.15384615384,15804.153846153846,4.164430549325778,198573,17447,119166.31584459745,4344.261518489148,13,0.6580944960572748,-1.5643605137358179,-2.2192848669724783,2020-04-18,2020-07-18
12767,hair tie,328196,12133,165790.38461538462,20308.23076923077,3.325955224641758,149283,21065,48829.766011690146,3277.4975503129963,13,0.49484337220628943,-0.6738012667296439,-2.494351450682258,2020-04-18,2020-07-18
12768,homeschool preschool,95723,27834,11726.76923076923,106081.76923076923,9.578934642046265,7637,116209,8768.848928202664,28683.052435639427,13,0.8774926691519359,-2.8112297632668404,-2.728014021741437,2020-04-18,2020-07-18
12769,hulk party supplies,3090,181653,1126.7692307692307,280835.92307692306,4.163096387228342,1177,269765,471.5794655280192,38970.10832989293,13,0.6353497635051033,-0.5460021198489596,-2.5451025754743024,2020-04-18,2020-07-18
12770,knitted throw blankets,8715,108438,817.2,507518.0,4.036130878943453,100,483299,1956.7749998402985,215354.29620769375,10,0.9062306368330465,-3.6802596875634004,-1.853132289569538,2020-04-18,2020-07-18
12771,laser pointer for dogs,15164,80486,5577.153846153846,143569.6923076923,3.8335209831249877,5071,143198,2500.793968794506,26068.488219766456,13,0.6322109043686465,-0.7837846620243559,-2.4199213922907523,2020-04-18,2020-07-18
12772,lip plumpers that really work 5 stars,21390,66539,5700.846153846154,150916.15384615384,3.823896579628224,4642,149607,4102.923162131967,38760.56480678559,13,0.7334807782213112,-1.2680856917920895,-2.17688143263027,2020-04-18,2020-07-18
12773,midway to love,5718,134823,490.6666666666667,570294.0,7.725261878354702,100,607928,676.6545154902415,290923.3970154343,3,0.9141891104115658,-3.2299459291070516,-1.4968579511564588,2020-04-18,2020-07-18
12774,mush overnight oats,3243,177647,348.7692307692308,544238.0769230769,4.0282677208318605,100,573726,718.4802425775945,171232.51289083585,13,0.8924547546194169,-2.0635928381738893,-2.1408964380309365,2020-04-18,2020-07-18
12775,nursing shirt,293627,13212,117841.92307692308,26230.69230769231,3.1286368382889194,116368,24670,56185.836199261605,5895.07519579713,13,0.59866795942838,-0.9853687789655092,-2.208401398674937,2020-04-18,2020-07-18
12776,office supply organizers and storage bins,16714,76296,2946.6363636363635,330111.36363636365,3.4110187884705105,1290,261023,4036.1441815853723,244433.18423416762,11,0.8237025030730906,-3.326719141715996,-1.0383834111214942,2020-04-18,2020-07-18
12777,omega 3 fish oil,345722,11645,127835.0,25294.923076923078,3.7732050097291165,112739,25162,57745.86841642151,6895.838436592735,13,0.6302375897397331,-1.172170294282789,-1.9794435734587144,2020-04-18,2020-07-18
12778,pellet rifles,5742,134542,703.0,395917.3846153846,4.055221173026405,233,398125,1242.5956032971199,118578.93648363416,13,0.8775687913618948,-1.9427047659123888,-2.204231142277606,2020-04-18,2020-07-18
12779,penguin face mask,4462,152543,899.1538461538462,370542.07692307694,3.8037585871233697,533,341013,936.6646363697313,167376.76407607156,13,0.7984863634796401,-1.429099184643523,-1.302445283408621,2020-04-18,2020-07-18
12780,phone card holder,383738,10695,123554.15384615384,27193.30769230769,3.4314759346799852,89215,29055,75822.72209002408,8630.764763185005,13,0.6780247099683798,-1.5426187650591576,-1.911569616945432,2020-04-18,2020-07-18
12781,power ranger action figures,10194,99783,5112.538461538462,143710.23076923078,6.272655970891032,4842,146528,810.0972796918297,10963.954708907473,13,0.49847572478531865,-0.4402276015877532,-4.006513337157702,2020-04-18,2020-07-18
12782,rapidbrow,12795,88298,739.8461538461538,317447.07692307694,46.36815725486271,714,316037,259.98777091555866,36268.809720983714,13,0.9421769320948687,-2.5951785648947534,-6.318075467210611,2020-04-18,2020-07-18
12783,rolling cart with drawers,256463,14594,104327.69230769231,27094.076923076922,5.778988765105585,100379,27035,26325.593261389236,4004.681790553369,13,0.5932056775921193,-0.8565216474631302,-3.121365835498669,2020-04-18,2020-07-18
12784,scarf face mask men,7197,119850,634.2727272727273,547417.5454545454,5.874394946168277,100,604399,1117.1750168088338,239783.6966544488,11,0.9118698447585484,-3.567522281639928,-1.7831385178397305,2020-04-18,2020-07-18
12785,side tables,1341156,3522,463648.76923076925,10962.384615384615,3.1269214466886504,310378,12668,280629.76500368887,4212.024504092649,13,0.6542916937099269,-2.1125453195299873,-1.7664628038500494,2020-04-18,2020-07-18
12786,silva,3921,162400,515.7692307692307,400055.23076923075,6.296017144489378,286,386157,540.854748499409,115130.13190816865,13,0.8684597728209053,-1.4633942781356573,-2.064231377401634,2020-04-18,2020-07-18
12787,silverware set 40 piece,97501,27522,18920.153846153848,200992.3076923077,3.153323588344241,14035,83964,24920.00708214905,173340.92778413324,13,0.805949130304778,-6.302968813760181,-1.0007463898447317,2020-04-18,2020-07-18
12788,social distancing floor stickers,78366,31424,13327.23076923077,123407.0,3.5897373328162856,7073,120929,18117.974436793636,54476.16350447842,13,0.8299360593978158,-2.9271575865580446,-1.688499961867509,2020-04-18,2020-07-18
12789,sofa bed couch,275709,13845,115987.76923076923,25524.69230769231,5.516290912714841,119003,24327,28954.46112188887,4700.017719551976,13,0.5793109066778043,-0.8436036336361364,-2.485031547669497,2020-04-18,2020-07-18
12790,stance socks men,24275,61987,1537.5,614869.75,5.681668732894922,100,674030,4001.9052621561054,252794.63658188673,12,0.9366632337796087,-8.919333892590382,-2.187082595879786,2020-04-18,2020-07-18
12791,tall dressers for bedrooms narrow,28454,56674,14559.23076923077,84861.92307692308,3.2123090450116183,13264,86589,4325.477105743098,12771.588784365207,13,0.48832393444750233,-0.4973695711776666,-2.207080383877558,2020-04-18,2020-07-18
12792,tory burch crossbody bags for women,4541,151236,1946.6923076923076,232657.53846153847,3.2920104729815116,2020,219030,788.061797980271,48248.58332050691,13,0.5713075737299477,-0.5383740542036186,-1.6875425734403313,2020-04-18,2020-07-18
12793,touch and feel book,3550,170267,366.3076923076923,475850.46153846156,5.02913919085474,100,487058,633.0491535175059,140037.5559243635,13,0.8968147345612134,-1.7947309903766528,-2.1821536338688463,2020-04-18,2020-07-18
12794,towel sets for bathroom clearance prime under 25,4070,159522,589.6153846153846,433550.76923076925,3.3405184550895792,100,474515,1041.86959664358,137088.37125990048,13,0.8551313551313551,-1.717811770356247,-1.998920599262565,2020-04-18,2020-07-18
12795,trailer tires,102878,26629,49566.61538461538,42457.307692307695,3.2000238687369986,45546,43282,16659.683428056996,5694.0206120780085,13,0.5182000487507982,-0.5944011300577451,-2.779812152195779,2020-04-18,2020-07-18
